SONG_TITLE,ARTIST_NAME,SONG_ID,Concept_Love,Concept_Heartbreak,Concept_Partying,Concept_Drugs,Concept_Sex,Concept_Violence,Concept_Self-Empowerment,Concept_Success,Concept_Hope,Concept_Celebration,Concept_Coming_Of_Age,Concept_Loneliness,Concept_Struggle,Concept_Friendship,Concept_Traveling,ConceptUncertainty_Love,ConceptUncertainty_Heartbreak,ConceptUncertainty_Partying,ConceptUncertainty_Drugs,ConceptUncertainty_Sex,ConceptUncertainty_Violence,ConceptUncertainty_Self-Empowerment,ConceptUncertainty_Success,ConceptUncertainty_Hope,ConceptUncertainty_Celebration,ConceptUncertainty_Coming_Of_Age,ConceptUncertainty_Loneliness,ConceptUncertainty_Struggle,ConceptUncertainty_Friendship,ConceptUncertainty_Traveling
Not Gon' Cry,Mary J. Blige,lyrics_full_00624,4.14071,5.7678595,0.033507194,0.11913057,0.33761564,0.41418746,0.35801482,0.11874312,4.5414233,0.051445693,2.3604598,2.0009174,0.8557195,1.4936727,0.73392177,2.5107381,2.2229795,0.036852673,0.07349658,0.21204633,0.3221584,0.36929053,0.14563487,2.586804,0.05153624,0.8722179,0.6948554,0.5587291,1.9988848,0.5745174
Gangsta's Paradise,Coolio,lyrics_full_00625,9.644037,9.109007,0.061761238,0.03306579,0.17832147,0.38241717,0.93277603,0.29789382,1.1477035,0.17459625,0.33291516,0.33706468,7.282427,0.11174628,0.04539412,0.11704178,0.6156253,0.011328613,0.022134678,0.111873224,0.20228417,0.3036529,0.17074011,0.2941072,0.04817531,0.14329813,0.2555153,0.65395004,0.052716516,0.025452645
Down Low,R. Kelly,lyrics_full_00626,9.235497,9.100503,5.380501,0.7253205,5.8128457,0.20371374,2.5584455,4.7589555,3.802188,1.5693095,0.48011827,1.2116857,2.4567502,4.6222577,8.438876,0.49915358,0.51887804,1.8854791,0.6517457,2.3093128,0.21601923,1.1414622,2.769291,2.215685,0.87232983,0.19106226,0.806225,0.92478275,1.9421806,1.1552253
You're the One,SWV,lyrics_full_00627,1.4674406,0.8318583,4.474619,1.5675033,1.3882076,9.471816,5.728312,3.879972,4.61515,2.9157531,8.2515745,6.600355,3.6699443,3.366681,2.2213418,1.1042966,0.57649595,3.2134688,1.2775626,1.0359584,0.40691966,2.4182055,1.7082005,1.7009692,2.0876608,1.7063385,1.5033895,3.1010292,3.6262856,2.4809644
Sweet Dreams,La Bouche,lyrics_full_00628,9.119805,7.5439043,0.3823499,0.051212803,0.040815294,1.8674812,3.7948987,0.89451087,4.9481916,3.0316553,4.7031746,2.498785,6.958452,2.734765,5.067901,0.57809585,2.3243508,0.2186121,0.016599424,0.045467462,1.137684,1.6886995,0.915038,0.87537104,1.6604505,2.682853,1.7491057,1.4728239,1.289519,3.4985087
Breakfast at Tiffany's,Deep Blue Something,lyrics_full_00629,6.582742,0.2574616,8.323401,2.4695642,9.072655,1.0784625,5.403081,6.4272017,1.4132872,7.7540803,3.4192111,2.0922244,0.7536468,0.6880851,0.6216114,1.3849348,0.25592402,1.019748,1.4849524,1.2061521,0.53706,2.3332207,3.1849492,1.0269918,1.8375896,0.8992611,2.0978374,0.56863517,0.77053106,0.5421666
"1, 2, 3, 4",Coolio,lyrics_full_00630,2.9863634,1.9638132,4.4983797,0.03634609,0.7230922,0.37555403,7.015585,7.0535583,6.015273,4.542719,1.584239,0.15793374,2.494225,4.2770395,0.3414659,2.1449656,1.5638516,2.0907848,0.036257297,0.78374517,0.27904072,1.7260251,2.6151464,2.4817336,2.237466,1.3593267,0.10550453,1.0308244,2.130023,0.5454612
The World I Know,Collective Soul,lyrics_full_00631,6.6373134,8.523642,0.6163474,0.031169178,0.014763954,0.039936848,5.146123,1.2050395,3.9641495,0.287347,0.3466826,1.4065685,6.4124966,0.47722095,0.12956063,2.3093119,1.1408716,1.0717561,0.02419382,0.0063549094,0.02905539,2.7697654,1.6626142,1.078907,0.2683169,0.13807309,0.44591215,1.4671106,0.32587737,0.10128117
No Diggity,Blackstreet,lyrics_full_00632,8.4741,9.313267,0.31830475,0.04831697,0.18500477,0.40246582,0.53215593,0.11289742,4.432685,1.1148863,3.699511,6.1391535,2.5154357,1.6971061,0.15963453,0.99611586,0.5832385,0.29718992,0.0558849,0.09319888,0.41553354,0.55679274,0.12978412,1.6610582,1.5829463,0.6397647,2.55854,0.80458814,2.0769515,0.1083732
Anything,3T,lyrics_full_00633,6.456455,1.5348961,1.8592002,0.25095817,1.8028715,1.2190868,2.5851126,2.6106212,5.2305565,3.7776556,0.4904905,0.97481495,0.08862377,0.68504786,3.5443423,3.0397687,1.732466,1.0924761,0.3893369,1.1899804,1.5136824,3.0553076,1.8441771,2.6674643,2.674929,0.092254594,0.47842863,0.043907434,0.70845985,3.0727992
1979,The Smashing Pumpkins,lyrics_full_00634,9.633739,9.601749,1.5463465,1.2788684,1.6944745,0.6825484,6.225647,0.2761985,7.8151584,2.1298945,3.4626431,3.9634058,5.1186533,7.1542625,0.07037559,0.1250316,0.3594993,0.95863825,1.6111588,0.88430107,0.7968334,2.2964578,0.27333432,1.3092403,1.4669118,1.9742554,1.8353914,2.7061992,2.405921,0.05546007
Diggin' on You,TLC,lyrics_full_00635,8.511901,9.302688,0.06248711,0.2874239,0.07322673,0.3567775,0.8341925,0.027657967,6.225954,0.033326928,1.0067081,9.162322,4.1388435,0.32528675,0.14466467,1.0591283,0.5684229,0.030541327,0.3693733,0.05655905,0.3155936,0.55300844,0.033466566,1.1673902,0.021807512,0.9220506,0.6135677,2.550457,0.37609923,0.16018671
Why I Love You So Much,Monica,lyrics_full_00636,9.672535,5.384474,0.15574765,0.076688364,0.5900064,1.5588831,2.1058292,0.10347788,6.2578297,0.27926606,1.904534,4.609442,0.32937112,0.12118477,0.091101885,0.15043426,2.4154928,0.13449375,0.064189635,0.41401204,1.5173407,0.7200023,0.10307503,0.38681006,0.2965027,0.71465427,1.3364139,0.24333307,0.055217296,0.095089525
Kissin' You,Total,lyrics_full_00637,8.889193,4.365118,0.08232346,0.8481363,2.2182834,0.9453435,0.48755783,0.15403894,2.7919683,0.10622771,1.7573339,6.840273,1.2876432,0.03219832,2.1318955,1.1509373,2.6052103,0.039988995,0.6142419,1.1539798,0.31069568,0.26492956,0.081264086,1.562103,0.085666835,1.6688156,3.2599678,0.85152173,0.030818144,1.4561951
Count on Me,Whitney Houston and CeCe Winans,lyrics_full_00638,1.8963469,3.529718,2.6765869,0.72495365,1.7783339,5.3039117,1.0303967,0.38778985,0.54212546,0.98946583,3.4751284,3.1453967,1.521756,2.438455,2.3573823,1.7261665,1.0552298,2.2601662,0.86028016,0.9163317,3.0355687,0.8750038,0.29664668,0.43837464,0.6601483,3.0153832,2.5669494,1.608683,2.7610831,1.6517156
Fantasy,Mariah Carey,lyrics_full_00639,9.6082325,9.586648,0.0439705,0.028564867,0.017969724,0.4266703,1.5775254,0.1507297,3.5791543,0.07797184,1.3762734,3.7351513,8.3953285,1.0727437,1.0772672,0.13691632,0.304148,0.0385333,0.022367738,0.008846631,0.52225864,1.2629101,0.096057504,0.896207,0.052830935,0.8885681,2.2756493,0.638968,1.208978,1.4385488
Time,Hootie & the Blowfish,lyrics_full_00640,9.6849,2.5919094,4.712718,1.2429048,7.5602794,0.049047217,7.3091764,1.6757855,5.9007797,6.705455,5.039257,0.2417252,0.9539989,7.18783,0.81882566,0.30261648,2.1786275,2.5348353,0.77478445,1.1738836,0.037214316,1.4552354,1.3011669,1.7135472,1.4022243,1.820545,0.22084711,0.19265033,1.5441948,0.5558687
You'll See,Madonna,lyrics_full_00641,5.3417945,5.296489,2.599797,6.051675,9.220774,2.510196,3.450357,3.2742631,1.174501,2.0833864,0.6520616,2.7452211,6.737785,0.7181276,0.24858825,2.5995955,2.2491667,1.936753,1.8146096,0.44122416,1.9294293,2.8432531,2.12992,0.7026514,2.0458333,0.7282419,2.9016316,1.6613362,0.6501682,0.2336567
Last Night,Az Yet,lyrics_full_00642,9.108651,9.681253,0.35282734,0.01765853,0.03408016,0.16936935,2.6705253,0.4721302,6.4652042,1.3098731,8.091395,8.734111,6.8690963,6.146509,3.736168,0.7383737,0.24825849,0.42096055,0.023410972,0.035101645,0.13417399,2.4517682,0.63331175,1.6899515,1.3482677,1.1710746,0.8402967,1.9817708,2.4100938,2.7916121
Mouth,Merril Bainbridge,lyrics_full_00643,2.8888292,0.30055106,5.9285903,1.4788144,9.575548,1.5858252,3.4548569,7.704152,2.4243352,4.6687436,3.1656482,0.3950649,1.1179659,0.82596195,1.6622505,1.9285201,0.2778873,1.6365753,0.7362876,0.31039116,1.2589538,1.6802329,1.6689442,1.8677949,1.6140292,2.643705,0.36772937,1.1859788,0.8005046,0.722552
"The Earth, the Sun, the Rain",Color Me Badd,lyrics_full_00644,9.144293,9.955537,0.032225437,0.034661826,0.006423719,0.19379042,2.2713819,0.14886801,6.108927,0.3905878,5.9258194,9.720759,9.209711,3.556159,0.8362963,0.5377476,0.030288735,0.025165787,0.011991981,0.0019062096,0.11306095,0.74702686,0.13316344,2.0373719,0.22845751,1.3828583,0.10608949,0.17298707,0.48322564,0.40782756
All the Things,Joe,lyrics_full_00645,2.7044697,5.958865,7.100523,0.12198992,1.2036922,3.2348566,9.877145,8.602313,9.552571,9.444616,8.833059,5.5566616,6.934027,9.038841,4.325859,1.886473,2.8321133,2.3103836,0.16430813,1.5298872,2.2130697,0.06390392,1.400585,0.4978652,0.27112657,0.48660472,2.2439096,1.1649162,0.51065844,2.196669
Wonderwall,Oasis,lyrics_full_00646,9.57657,9.717828,0.39283282,0.4249195,0.4062031,0.3840628,0.23051259,0.1948789,0.7594807,0.29383463,0.586673,9.178779,8.886956,8.918918,9.415009,0.08732025,0.09221132,0.06386611,0.14599714,0.0647458,0.15604332,0.071144834,0.032691013,0.16819939,0.032587525,0.17099673,0.27741554,0.27104792,0.13994442,0.18484606
Woo Hah!! Got You All in Check,Busta Rhymes,lyrics_full_00647,3.6621408,2.3872666,3.726699,5.4925423,5.882496,9.075527,8.37585,4.755718,3.1674376,8.076034,7.4733276,7.013175,5.55299,4.8120112,0.09461389,1.2817724,1.163286,1.7725399,2.8098583,2.8682218,1.3560736,0.47407642,2.0149267,1.2433125,0.8864587,0.98093224,2.8679645,1.2935474,3.2398882,0.081338964
Tell Me,Groove Theory,lyrics_full_00648,7.049185,8.137554,4.2983165,1.2399398,0.5587207,2.4641743,5.598422,3.1126215,6.5807667,3.9664876,7.2666063,8.679533,6.816535,5.533947,5.566602,1.6179326,1.2124823,2.507281,1.2987354,0.27265126,2.728454,3.3763738,2.2563334,2.525516,2.4618049,2.2087424,1.2123214,2.821247,1.6288644,3.7727978
Elevators,Outkast,lyrics_full_00649,6.6548347,5.483994,0.73070854,2.9376864,2.2901824,1.9083223,1.8185201,1.1384706,2.904991,0.79093206,0.26137868,2.7926626,1.1615,3.8453226,0.013521355,1.002159,1.9734645,0.5667425,2.3163757,1.8259754,1.3791997,1.4106593,0.98098165,1.6542227,0.80324405,0.1393539,1.0029628,0.89969575,2.6962378,0.00858704
Hook,Blues Traveler,lyrics_full_00650,4.943136,8.91735,1.8257663,1.1862919,0.5445152,0.6878333,3.0601554,0.7459817,4.04369,2.2963552,5.6570616,8.972422,7.2607937,5.5617194,1.6112795,2.9761434,0.9052834,1.3524042,1.0276457,0.6169507,0.58548725,1.7237959,0.68406904,2.479957,1.7261605,1.5713023,0.85445374,1.6988522,2.8876545,2.1008112
Doin' It,LL Cool J,lyrics_full_00651,7.3796177,5.484644,0.07604071,0.19345444,0.7195927,0.23616357,0.08752978,0.060769584,5.643721,0.10703066,5.3340597,1.987939,0.29864013,2.1577725,0.7626449,1.2073194,1.8335937,0.07610263,0.19180728,0.7535198,0.118499324,0.048719082,0.06294735,1.7355729,0.10956076,2.56452,1.4947021,0.19108218,2.3487444,0.5847653
Fastlove,George Michael,lyrics_full_00652,9.083261,8.497161,1.276777,0.4807243,1.8186703,0.24831308,5.0814323,0.2966031,6.195257,1.1319981,1.704745,2.3079867,2.0043359,0.3659054,0.4307499,0.930763,1.283946,0.8716917,0.82855034,1.062501,0.23045701,1.7077719,0.29008117,1.4309753,0.93582773,0.43740872,1.2540191,0.99516153,0.31000575,0.1907401
"Touch Me, Tease Me",Case,lyrics_full_00653,3.4610438,7.55867,7.634267,0.9310001,0.30808935,0.72211516,6.798622,8.068212,6.8529058,6.1395826,5.661719,6.4194727,9.405781,8.460869,5.0857096,2.23356,2.0854173,1.4423947,0.87587005,0.14382419,0.71954185,2.9625943,2.3835883,1.7601992,3.299329,1.7529104,1.6043105,0.46772468,1.127773,2.74464
Tonite's tha Night,Kris Kross,lyrics_full_00654,9.344347,8.45113,2.2351954,6.8081694,0.13824789,1.8205705,4.763199,0.2536866,3.1766968,0.1793023,4.5973377,8.889146,9.046446,2.3766012,0.07181991,0.41088372,2.2253373,2.0972672,1.5808227,0.05983358,0.95605546,1.8450217,0.18466936,1.9449352,0.11723918,1.5163827,0.43075073,0.7785192,3.0348525,0.11272713
Children,Robert Miles,lyrics_full_00655,7.5314627,1.3229679,1.9839989,0.8805295,7.984785,0.67115253,1.4488139,0.82718,3.5984511,2.0509486,1.8259642,0.12821734,0.043487817,0.64383817,0.2257005,2.0867596,1.5997089,1.4202752,1.2086376,2.037395,0.93283826,0.552279,1.1295965,0.46404356,1.6107869,1.0096203,0.09143834,0.0250676,0.7510073,0.24199836
Theme from Mission: Impossible,Adam Clayton and Larry Mullen,lyrics_full_00656,6.399527,3.403614,1.0230596,2.9343605,6.9030714,0.23866576,0.36768538,0.8895821,1.6464597,0.052975163,0.37090027,0.15384531,0.99900675,0.42796725,3.1450853,1.6017718,2.1754003,0.857903,2.8802445,3.1242008,0.20806211,0.15082343,0.74410665,1.5992535,0.01788242,0.3097485,0.09144093,0.5472875,0.20902559,2.4751594
Closer to Free,BoDeans,lyrics_full_00657,9.47759,7.314494,0.0578883,0.12250765,1.596137,0.053571254,0.19898385,0.040419824,3.532301,0.034234043,0.1418095,0.8743748,0.41437644,0.034394912,0.23509756,0.18722856,1.8945186,0.036277432,0.08609234,0.67700315,0.021165159,0.2052182,0.024851736,1.506069,0.019508006,0.09252401,0.53468454,0.28267416,0.01577775,0.115764976
Just a Girl,No Doubt,lyrics_full_00658,9.727708,6.4554205,2.3189714,2.418217,4.6286445,0.107376546,5.2876606,0.89966655,3.1158543,2.041188,1.6450095,7.9150047,6.8698473,4.325439,0.16175738,0.20433901,1.8272586,1.4843967,1.935925,0.9124316,0.09563993,3.112116,0.8768047,1.5705247,1.9609271,2.3028777,0.9566326,1.1751617,1.9357109,0.17705558
Lady,D'Angelo,lyrics_full_00659,7.19907,5.3632836,0.03804948,0.030477628,0.34531945,0.06512216,0.28926143,0.028406985,3.5047545,0.0042916164,0.78142226,3.134425,0.89203596,0.108031146,0.068775095,1.1770172,1.4345267,0.022074781,0.017313078,0.35934415,0.058180574,0.3548899,0.016906274,2.7528944,0.0033633462,0.6050006,1.875463,0.46135664,0.085458815,0.042639446
Key West Intermezzo,John Mellencamp,lyrics_full_00660,9.696347,9.789824,0.49696422,0.012737401,0.13174698,0.023704812,1.5188894,0.06853116,5.0467825,1.9733326,1.8299758,7.4164433,6.0661216,6.6569753,0.12945795,0.21846034,0.12294545,0.6827395,0.015666096,0.058803204,0.022926332,0.7527287,0.04862079,1.8614511,1.1699978,1.5837103,1.2748809,0.8182221,0.8257109,0.08675609
Pony,Ginuwine,lyrics_full_00661,5.701888,7.560422,7.448237,9.166136,0.19648044,2.038226,8.332888,4.3668947,6.818329,1.0091879,7.783354,8.649082,9.65861,8.464496,2.7820513,2.2963378,1.7275932,1.3817221,0.46585855,0.14679164,2.5874925,0.43449563,2.4556317,1.5782645,0.8697304,1.6723989,1.3400476,0.28149602,1.6253896,1.1790102
Nobody,Keith Sweat,lyrics_full_00662,7.3095407,2.5057268,0.65196985,0.177193,1.1069747,0.056625053,6.473191,1.1747279,9.25061,0.3222507,5.2003527,0.8871623,1.3426232,1.1384529,1.9408845,1.2618338,2.2823322,1.0730233,0.05275809,1.5267868,0.027464824,2.0843596,1.8189955,0.35655218,0.40337893,3.0451646,1.3979988,0.99204713,0.92307305,2.7911177
Old Man & Me,Hootie & the Blowfish,lyrics_full_00663,9.75915,9.084013,0.31302166,0.13324574,3.0291655,0.095863104,5.136367,0.24484834,2.1286407,1.2360384,0.6166267,0.43719995,5.805908,2.0674822,0.15275781,0.060616404,0.58402944,0.29464525,0.07863947,1.6554028,0.09072653,1.9036164,0.23208347,1.7569977,0.7939441,0.6225736,0.3196801,1.9920413,2.025382,0.19984427
If It Makes You Happy,Sheryl Crow,lyrics_full_00664,5.4677935,5.520346,6.027688,0.25588062,0.76842296,0.109416336,8.991993,8.535805,9.826447,9.619293,8.75535,2.3321865,5.933114,9.95349,8.959003,1.4721441,1.8262744,1.3260819,0.18588333,0.33788428,0.046305604,0.57115227,0.7539665,0.14983459,0.22653691,0.52684146,1.4715542,1.436923,0.017789708,0.88930756
As I Lay Me Down,Sophie B. Hawkins,lyrics_full_00665,7.1313276,9.030122,4.944051,0.01443075,0.21673504,0.1035372,5.9733105,2.518153,7.5072713,7.7757807,4.2667274,8.09525,6.5372987,9.573082,4.094597,1.242912,0.5424815,1.6413779,0.018099355,0.18598936,0.1105786,2.609333,1.8696249,2.0886335,1.9714651,1.8448343,1.1375657,1.5167694,0.3495667,2.76675
"Keep On, Keepin' On",MC Lyte,lyrics_full_00666,2.7937472,5.2865734,5.5783863,2.166184,2.9245253,6.1921644,9.401785,8.300715,9.023301,8.923811,5.6076965,1.432605,6.1395845,8.466514,0.47401085,1.5936702,1.9662156,2.3370664,2.8528569,1.84717,3.073242,0.48380527,2.0054002,0.4815853,0.41468197,1.9264687,1.6132927,1.8938292,0.6022197,0.699195
Jealousy,Natalie Merchant,lyrics_full_00667,4.074769,8.708215,0.3354234,0.2575163,0.20223752,2.3231804,1.0395062,1.8264062,4.9647374,0.11959395,0.4541958,5.1596384,8.190379,1.2333016,0.12899606,2.1139793,0.774031,0.262332,0.2695984,0.30801493,1.5340216,0.5956421,1.8226378,2.497985,0.13236688,0.22953948,2.1486454,1.9706669,1.1242821,0.0736133
I Want to Come Over,Melissa Etheridge,lyrics_full_00668,5.343856,1.6772848,3.3248668,1.0662078,3.5090485,0.14189416,7.267476,6.565933,3.1404939,1.7353952,4.2309966,0.078537256,5.1624637,1.8884133,1.7811558,1.7973841,2.2318218,1.8000171,0.7098219,2.7596142,0.2353146,2.0225182,2.2975602,1.5033672,0.78655714,2.8108344,0.09153926,2.4643655,0.88118106,2.2225416
Who Do U Love,Deborah Cox,lyrics_full_00669,7.1977334,0.52453274,3.489757,1.7255411,9.406061,1.1114515,2.994227,2.6155388,6.1946387,2.1742837,5.758463,0.81169677,0.11632526,2.8134837,7.010169,1.4307556,0.69417703,1.4385117,1.695099,0.54607975,1.0085081,2.3903046,1.1708106,1.5106814,1.447803,2.1539502,0.8321072,0.08686048,1.354377,2.575481
Un-Break My Heart,Toni Braxton,lyrics_full_00670,6.436658,7.438526,0.02885672,0.01151469,0.052368023,1.0358738,2.013816,0.04328829,0.98038745,0.18584812,5.2226543,4.7714567,4.288869,1.412699,0.3376699,2.0414205,2.7202363,0.021282548,0.005340611,0.018750155,0.8597883,0.80075556,0.042950712,0.7309934,0.13165773,2.1573844,2.6064758,1.5020187,1.246697,0.25259075
This Is Your Night,Amber,lyrics_full_00671,9.837434,9.885224,0.8338663,0.016697582,0.032147117,0.4142609,2.105855,0.06481304,8.51758,1.6576567,4.8684416,9.814173,8.19541,4.181176,1.2417092,0.13380899,0.10302455,0.3514405,0.01284102,0.024811717,0.5519422,1.6639756,0.038109027,0.51396513,1.9925545,1.719051,0.091429144,1.1058502,2.2738378,1.213042
You Remind Me of Something,R. Kelly,lyrics_full_00672,6.984883,0.32150474,2.6302018,1.2748208,7.9133844,0.22068158,0.17471209,1.3625708,0.4190051,0.14817773,1.1301255,0.77069175,0.26841703,1.4998789,7.810712,2.0819435,0.14805174,1.7143803,0.63818634,1.2392802,0.06987009,0.08027121,0.8774311,0.21542801,0.119675316,0.33935308,0.43847585,0.2598015,1.268422,1.2411488
Runaway,Janet Jackson,lyrics_full_00673,9.795345,9.958513,0.060000565,0.18948543,0.10189378,0.074020565,0.6276807,0.019799529,4.449926,0.10908575,3.24064,9.243963,6.062808,3.5720682,0.20136923,0.07258906,0.018034156,0.07520817,0.1909408,0.06973375,0.041252017,0.5010538,0.008054998,1.4074605,0.09507804,1.0246994,0.4530537,2.2417638,1.8871361,0.12172476
Set U Free,Planet Soul,lyrics_full_00674,8.549636,6.376223,4.764245,0.151733,5.975964,0.056388546,1.9198761,3.8953094,2.4936981,3.3494415,2.8856847,2.0440671,2.3525767,4.9470634,4.459863,1.314572,2.0425608,2.0152223,0.11206502,1.9180739,0.04726121,1.001435,3.0911736,1.4406035,3.137032,2.2517998,1.3273742,1.1629384,1.7532431,2.690327
Hit Me Off,New Edition,lyrics_full_00675,4.08346,0.8588982,0.39168182,1.2603527,0.7489172,0.91901636,6.538842,0.3559978,3.8949642,0.017450849,5.989225,1.5924836,3.6574407,0.3431918,0.0573079,3.1669536,0.72901523,0.25449994,0.5229347,0.4247522,0.5995746,2.219496,0.3631465,1.7088896,0.011724974,1.636678,0.69481194,1.4713162,0.116279826,0.036828227
No One Else,Total,lyrics_full_00676,8.585705,0.6994908,8.717643,5.581951,7.7935696,3.9484277,7.3623514,7.807411,3.5752115,5.943393,1.509025,1.6992979,4.082158,1.7173245,0.040007547,0.6591756,0.41966313,0.7417153,3.3281512,1.6593614,1.2661566,1.1923252,1.2711782,1.5225248,1.9596391,1.0389384,1.6538662,2.242498,2.148325,0.025601668
My Boo,Ghost Town DJ's,lyrics_full_00677,9.398752,7.030723,0.6933181,0.016620317,3.9298015,0.03353676,0.1207801,0.10701212,1.1471125,0.076054685,0.06697137,2.3226714,0.53195363,0.5338254,0.45993757,0.29367092,2.5445004,0.25324073,0.009923791,2.9735377,0.036758944,0.08278646,0.0910033,1.0000612,0.039585248,0.039154515,1.6000006,0.42525232,0.2675686,0.26541108
Get Money,Junior M.A.F.I.A.,lyrics_full_00678,8.798406,5.024288,0.14514829,8.374426,5.453697,8.3541,0.15953925,0.10740955,1.5115702,0.20338558,1.6277009,5.7003684,3.1352715,3.4720435,0.13879272,0.49410018,1.5203071,0.03109087,1.0669096,1.2980423,1.123942,0.10861301,0.04510802,0.6860497,0.07366572,0.6375813,2.072819,1.4658458,1.9809784,0.12008534
That Girl,Maxi Priest,lyrics_full_00679,6.3992033,9.645208,0.06823017,0.060625963,0.006736275,2.330571,3.5444493,0.23467362,7.333025,0.07044801,1.112369,7.949257,9.254309,2.8099952,0.22392736,0.896334,0.3164828,0.04696054,0.06532971,0.0044130874,2.3442445,2.5626893,0.18988296,1.8001013,0.038522698,1.0477738,2.0623946,0.24670558,1.2122463,0.13028724
Po Pimp,Do or Die,lyrics_full_00680,5.693795,4.752717,6.284544,7.2281303,5.3573675,8.240084,5.5612044,3.783691,3.1523905,6.5313215,4.370639,4.4533024,7.383802,6.971854,0.1252478,3.045101,2.1124651,2.44559,2.9734488,3.1466188,0.88564336,1.542027,2.4344275,0.6705029,3.1980782,1.7097621,1.9377202,1.1240066,1.2304919,0.09910333
Until It Sleeps,Metallica,lyrics_full_00681,8.039399,0.19214916,8.095013,0.13019052,9.7723255,0.077370204,4.788723,2.7530355,1.5632198,6.3113613,1.4836137,1.0113968,0.096434176,4.573497,1.0135907,1.660213,0.12525034,0.7847863,0.10427816,0.11482056,0.055074833,2.5453558,1.5409622,1.1708542,2.6805947,0.78833425,0.7190664,0.09807584,1.7201118,0.5192526
Hay,Crucial Conflict,lyrics_full_00682,9.424729,8.776734,0.48790509,4.0690494,0.22369543,5.435855,1.7097828,0.076867834,7.0246677,0.11918193,2.0745423,7.8294225,5.550952,2.0796235,0.053966433,0.5211807,0.8715261,0.73458874,3.1343172,0.123044,4.062378,1.0685625,0.10696845,1.5491956,0.1482563,1.2106678,1.1724247,1.9578718,0.47818598,0.034479152
Beautiful Life,Ace of Base,lyrics_full_00683,9.950092,9.8871155,0.14053838,0.18235557,0.11728315,0.068466544,0.7091996,0.028048266,6.5197706,0.06565696,0.5557334,8.099474,7.7462554,0.73304725,0.14343847,0.018523142,0.11893589,0.061332725,0.16030051,0.10160364,0.037916448,0.61234576,0.01062073,1.6305206,0.08845034,0.3349578,1.2086362,1.1746598,0.70208484,0.068309546
Back for Good,Take That,lyrics_full_00684,9.216999,7.172604,0.61044014,0.062669635,0.43766466,0.016091527,4.586256,0.35266632,9.682246,3.3166811,7.7705383,5.251491,2.4670148,1.4143913,0.8607458,0.41927576,2.1332273,0.23712367,0.046850186,0.43423828,0.011847103,1.8869704,0.29604936,0.057726808,2.5977678,1.9732406,2.5422528,0.8361253,0.90509033,0.41243044
I Got Id,Pearl Jam,lyrics_full_00685,9.257469,8.569726,0.5192441,0.07293211,0.616873,0.07529798,0.74551797,0.011512522,2.511811,0.055649523,1.9020481,7.584012,6.150215,0.26661924,0.07043352,0.25870723,0.6609321,0.3135881,0.055051588,0.3341721,0.037656635,0.38245335,0.004471164,1.276182,0.013238118,1.0777391,2.0549755,1.8523358,0.24657479,0.041206345
Soon as I Get Home,Faith Evans,lyrics_full_00686,9.316306,8.053442,7.32696,2.295159,7.6910524,1.7240796,2.1990213,1.3127801,5.133543,3.8456798,2.116658,2.864745,1.3982708,5.0366077,1.0394312,0.7123089,0.39041147,1.853822,3.015335,2.1656222,1.4198135,1.8176327,1.1317252,2.2635772,2.8855493,0.95430493,1.4587348,0.69034326,1.9894254,1.4193159
Macarena,Los del Río,lyrics_full_00687,9.508904,0.829857,9.612318,9.572591,5.919948,0.86539865,9.578932,7.5121517,8.0831585,9.4916,7.8240013,1.2125995,5.276811,2.5151908,4.5503216,0.17247163,0.40838295,0.2580422,0.2709259,2.0616946,0.4596944,0.4044773,2.4481134,1.2845272,0.2923784,0.76862144,0.9804452,0.97576,1.2119446,1.4730968
Only Wanna Be with You,Hootie & the Blowfish,lyrics_full_00688,8.572469,5.9583244,0.72101545,0.5222595,0.11019459,0.059644975,7.042944,0.95925534,6.2395067,1.061786,3.2344313,6.094284,7.6699185,6.17183,0.5063722,0.79781365,2.486976,0.516212,0.762648,0.13682437,0.053742975,2.2817025,0.9927981,1.8523151,1.0117915,1.9670469,2.2891867,2.0474737,1.4327751,0.8763305
Don't Cry,Seal,lyrics_full_00689,9.473556,7.009897,0.1356008,2.9622686,1.0425572,7.0779943,2.711767,0.32740328,4.5250072,0.19441697,5.4324794,7.9477983,4.05269,1.1961591,1.4331942,0.5645245,2.82826,0.15168162,1.5770744,0.4841665,2.1607332,0.48806423,0.46227473,1.9208854,0.1609193,0.6434714,1.8004034,2.468287,1.307121,0.9320892
Candle in the Wind 1997,Elton John,lyrics_full_00690,8.535858,9.670419,0.015262357,0.16962689,0.08103706,2.0090446,1.251106,0.03812149,2.7408738,0.10638969,1.3556398,7.753885,6.828595,3.116374,4.625634,0.77381766,0.24462186,0.0072409185,0.211139,0.030506382,2.610507,1.1839079,0.013174084,2.2418842,0.052191406,0.84831387,1.6956882,1.3769258,2.2201111,2.4344935
You Were Meant for Me,Jewel,lyrics_full_00691,9.024883,7.2064056,2.3386054,0.025980245,0.499289,0.9577287,3.595581,0.42240587,8.544448,3.626583,8.380508,7.000085,3.9647512,4.7228227,2.9507682,0.5412626,1.7876626,1.5752325,0.024091993,0.40791333,0.9772214,2.641861,0.43268713,0.9376287,1.6398007,1.1307901,1.8284485,1.8760076,2.9699132,2.436569
