SONG_TITLE,ARTIST_NAME,SONG_ID,Concept_Love,Concept_Heartbreak,Concept_Partying,Concept_Drugs,Concept_Sex,Concept_Violence,Concept_Self-Empowerment,Concept_Success,Concept_Hope,Concept_Celebration,Concept_Coming_Of_Age,Concept_Loneliness,Concept_Struggle,Concept_Friendship,Concept_Traveling,ConceptUncertainty_Love,ConceptUncertainty_Heartbreak,ConceptUncertainty_Partying,ConceptUncertainty_Drugs,ConceptUncertainty_Sex,ConceptUncertainty_Violence,ConceptUncertainty_Self-Empowerment,ConceptUncertainty_Success,ConceptUncertainty_Hope,ConceptUncertainty_Celebration,ConceptUncertainty_Coming_Of_Age,ConceptUncertainty_Loneliness,ConceptUncertainty_Struggle,ConceptUncertainty_Friendship,ConceptUncertainty_Traveling
I'll Be Missing You,Puff Daddy and Faith Evans,lyrics_full_00692,8.478794,5.4101305,0.026501201,0.32040435,1.5752399,1.2104256,0.16314314,0.08371921,2.4511607,0.03395737,0.96630824,0.5682861,1.5171735,0.23674524,0.38864392,0.8386879,3.0789404,0.020649172,0.3452395,0.67722076,0.8745154,0.14638773,0.05839558,1.8176465,0.027459532,1.0500691,0.63142645,1.5596066,0.2670062,0.42614692
Un-Break My Heart,Toni Braxton,lyrics_full_00693,6.436658,7.438526,0.02885672,0.01151469,0.052368023,1.0358738,2.013816,0.04328829,0.98038745,0.18584812,5.2226543,4.7714567,4.288869,1.412699,0.3376699,2.0414205,2.7202363,0.021282548,0.005340611,0.018750155,0.8597883,0.80075556,0.042950712,0.7309934,0.13165773,2.1573844,2.6064758,1.5020187,1.246697,0.25259075
Can't Nobody Hold Me Down,Puff Daddy,lyrics_full_00694,9.172228,9.226262,0.877349,6.375641,2.383015,4.7589493,6.175299,0.7715125,5.9932137,2.144264,1.0106761,4.7441,8.897882,6.494337,4.8999968,0.66517496,0.5639152,0.54999924,1.744801,1.9131255,2.1995444,2.2381213,0.70936835,2.6503978,1.4351757,0.73327744,2.3822968,0.8743957,1.41593,2.3874073
I Believe I Can Fly,R. Kelly,lyrics_full_00695,9.646913,5.419799,1.5359268,1.69825,4.626303,0.33447236,0.9012953,0.15015191,1.3306131,0.9400133,0.7708007,4.2151027,3.2380664,4.97174,1.3070278,0.20369203,2.1937237,0.9649045,0.9828751,2.4357316,0.3744245,1.2202917,0.1368035,1.4248261,0.6797096,0.6031252,1.8907909,1.6592203,1.9130932,0.76721644
Don't Let Go,En Vogue,lyrics_full_00696,1.6784778,0.09300665,9.9025755,9.40523,9.083685,4.161408,7.68822,9.815632,1.3652526,8.186008,4.5186853,0.47363585,4.5127773,1.1488174,6.4395084,1.0397749,0.043861266,0.045230575,0.41967732,0.7013791,1.4146663,1.0494431,0.2828993,0.67310244,1.5615903,1.8090947,0.5748624,2.270353,0.8669565,1.6447256
Return of the Mack,Mark Morrison,lyrics_full_00697,6.7233973,3.550126,2.9783547,7.7212768,1.4196837,5.1836467,6.3114786,0.20725858,4.0029383,0.8182201,9.664677,9.152752,5.104851,2.298133,0.99930215,2.491795,2.4338608,1.2863634,1.0198321,1.2138727,3.090061,2.3158262,0.13441174,2.0788484,0.5843789,0.22732362,1.0349644,2.7861073,1.4941586,0.6281089
How Do I Live,LeAnn Rimes,lyrics_full_00698,6.41553,1.5617216,8.355873,9.742879,9.344793,7.686328,9.458302,9.120758,6.3736496,8.069771,5.006871,1.7284262,8.888638,3.9203897,4.9113755,2.6589398,1.9843705,2.0825567,0.18280937,0.5901059,1.8414624,0.1942551,0.75705975,1.8052366,2.6463416,1.4393964,1.712106,0.6690704,3.1207945,2.2290516
Wannabe,Spice Girls,lyrics_full_00699,8.376432,0.2446647,9.527035,9.814178,9.886675,0.34152275,0.5098617,8.995649,0.48057544,1.0009559,0.56784666,0.20270108,0.223557,0.3846651,9.472736,0.33252373,0.07410301,0.10958819,0.034729958,0.04873351,0.046432894,0.14061967,0.29007256,0.11050318,0.2005659,0.11479878,0.059320673,0.0599583,0.07416367,0.12884949
Quit Playing Games,Backstreet Boys,lyrics_full_00700,8.300212,3.3944564,0.23892623,0.3392103,0.5095234,1.8970765,0.7966686,0.77029115,3.4128451,0.5250778,3.8563907,0.6143281,0.7739202,0.50255746,3.3623781,1.5619355,2.0879009,0.161933,0.117096886,0.24582112,1.5588337,1.0921227,0.7842654,2.3901205,0.540155,1.9974425,0.52849793,0.5376499,0.47899154,1.4211191
MMMBop,Hanson,lyrics_full_00701,4.0508313,6.7267036,0.14110133,3.0916712,0.3658329,8.663464,6.059398,2.1099072,6.937457,0.076181516,3.508513,5.882431,8.856218,0.02226769,3.7767892,1.4539534,1.721927,0.09481636,2.1646776,0.23492576,0.6392052,1.5478892,1.946815,1.1324538,0.06337664,1.2751765,0.985046,0.63506573,0.003026472,2.6146033
For You I Will,Monica,lyrics_full_00702,7.569256,8.747766,0.44868314,0.31157202,0.10146536,0.48082593,7.078823,0.59106034,6.790235,2.063102,9.209389,9.554605,8.734535,8.2449045,2.948155,1.3700385,1.4976761,0.24685384,0.17004487,0.058512114,0.43143496,1.212131,0.5571893,1.2428577,1.5702593,0.73079354,0.43238086,0.7170515,1.0241164,1.5989496
You Make Me Wanna...,Usher,lyrics_full_00703,4.492852,0.04496973,8.993675,6.2392735,9.112567,2.051814,3.7064168,9.020472,0.7399689,4.3305936,0.99621916,0.100409985,1.8385406,0.69153464,0.7089646,1.2765484,0.036094658,0.8662629,2.8206792,0.57975495,1.8862611,2.2744951,1.0074958,0.35365057,2.0886564,0.48597568,0.13471612,0.79711115,0.3120229,0.6723043
Bitch,Meredith Brooks,lyrics_full_00704,8.3236685,4.883853,7.2833166,0.075222775,4.2535815,0.13342851,9.575493,9.251593,8.15011,9.595659,4.310298,0.39273345,7.797674,9.160017,3.1325965,1.0751127,2.571456,2.3096755,0.07722444,2.0275888,0.12209596,0.39084607,1.0194395,0.7868856,0.5840287,1.722434,0.2714688,2.1343808,0.8091359,2.1003225
Nobody,Keith Sweat,lyrics_full_00705,7.3095407,2.5057268,0.65196985,0.177193,1.1069747,0.056625053,6.473191,1.1747279,9.25061,0.3222507,5.2003527,0.8871623,1.3426232,1.1384529,1.9408845,1.2618338,2.2823322,1.0730233,0.05275809,1.5267868,0.027464824,2.0843596,1.8189955,0.35655218,0.40337893,3.0451646,1.3979988,0.99204713,0.92307305,2.7911177
Semi-Charmed Life,Third Eye Blind,lyrics_full_00706,9.075724,8.941394,0.7605555,0.087665685,0.34574273,0.41370827,1.4758353,0.47565347,6.566742,3.272561,5.227955,6.099246,4.0772758,3.1845775,1.9012176,0.6908331,0.754683,0.61211634,0.05444881,0.20278853,0.29529765,1.2073414,0.6197896,2.8300323,2.9082599,2.2577996,1.148947,2.3073585,2.7051744,3.655785
Barely Breathing,Duncan Sheik,lyrics_full_00707,8.525769,2.1437144,5.22853,0.55047536,5.556302,0.46932775,4.7003226,0.8809794,6.637087,3.4496884,0.3250137,3.503672,0.28246507,1.0869851,0.032479707,0.59550065,1.9991755,2.4150248,0.55447865,2.9093215,0.5958114,2.6900673,1.0028766,1.1091263,2.9820952,0.12721105,3.1622453,0.23813292,1.3083161,0.01898273
Hard to Say I'm Sorry,Az Yet,lyrics_full_00708,9.030581,9.674248,3.0316916,0.7785176,0.58498627,0.16394627,2.4449,0.3578902,3.4285374,0.92737865,5.5936155,9.835535,7.937727,7.219428,0.8324369,0.29161888,0.16385376,2.7364156,0.59357744,0.70742637,0.17229332,1.0307429,0.5097481,0.9362062,0.7956668,1.2161674,0.08795645,1.1375982,2.1920805,1.1616791
Mo Money Mo Problems,The Notorious B.I.G.,lyrics_full_00709,4.9477825,2.7699456,0.34344697,0.26363036,2.1579976,0.97104436,0.5640812,1.9714012,0.7599139,0.31776255,0.052294325,0.9821329,0.9215453,0.6336659,0.20913681,1.4001,1.9169079,0.26726457,0.4289685,3.4528193,0.5574073,0.40837663,1.4351952,0.40678394,0.3011892,0.012541213,0.29442522,0.8232092,0.35675204,0.16318955
The Freshmen,The Verve Pipe,lyrics_full_00710,9.340567,7.1621647,4.334622,1.3768132,5.191624,0.030229144,7.352148,7.2956395,9.097749,9.455435,5.9161477,0.8228064,7.131002,7.572256,4.473707,0.72379994,1.3032513,0.87176746,1.5093782,2.0575294,0.018930819,1.6890862,1.929193,0.4727994,0.24472025,2.2511876,0.78975624,2.0719495,1.686554,3.1770172
I Want You,Savage Garden,lyrics_full_00711,4.2313914,6.7760344,6.114709,1.7723233,2.689203,3.5796013,8.859266,3.4237697,7.839864,5.01056,7.4716945,7.6216383,9.338407,0.14886454,0.42839152,1.9509139,1.613192,2.0786848,0.734275,1.4896184,1.8471458,1.0365583,1.9865464,1.2225089,2.0062141,1.9298172,0.9427937,0.41780645,0.077914566,0.36191946
No Diggity,Blackstreet,lyrics_full_00712,8.4741,9.313267,0.31830475,0.04831697,0.18500477,0.40246582,0.53215593,0.11289742,4.432685,1.1148863,3.699511,6.1391535,2.5154357,1.6971061,0.15963453,0.99611586,0.5832385,0.29718992,0.0558849,0.09319888,0.41553354,0.55679274,0.12978412,1.6610582,1.5829463,0.6397647,2.55854,0.80458814,2.0769515,0.1083732
I Belong to You,Rome,lyrics_full_00713,9.483479,9.296582,0.029064715,0.18806937,0.14901397,0.110467836,0.64369404,0.023841709,1.7402445,0.006706717,0.7313132,4.9634676,2.3608818,0.06846281,0.01706787,0.23875552,0.34515256,0.01185121,0.26515943,0.07234006,0.073865,0.56691074,0.02618718,1.4417253,0.0063755573,0.5355524,1.5694425,1.2327923,0.03980252,0.013701719
Hypnotize,The Notorious B.I.G.,lyrics_full_00714,7.1403713,1.0876435,8.5585,3.741643,8.801576,4.9405594,8.374933,9.423307,7.22254,9.809162,1.4444242,0.8242558,1.5678729,8.872851,1.9629424,1.4942293,0.7236106,1.6233629,2.5826385,0.8459043,2.2925606,1.3418614,0.46934706,2.042664,0.08108927,1.1572144,1.2591887,0.73748136,0.7285557,0.973225
Every Time I Close My Eyes,Babyface,lyrics_full_00715,9.742785,9.847168,0.46726334,0.64208305,0.07971017,4.191335,2.1339512,0.01476014,3.8791063,0.1519464,5.4895573,9.892624,7.7637453,1.2663283,2.0067983,0.13422175,0.07748152,0.39796287,0.62314373,0.055148877,2.5423958,1.2889621,0.005503562,1.1936809,0.093326055,2.2675946,0.09195824,1.7688745,0.4589176,1.3288842
In My Bed,Dru Hill,lyrics_full_00716,2.5324125,4.187765,1.1536381,0.17438224,3.3009124,0.39725846,0.5388105,1.4651284,0.2607901,0.048610047,1.0271778,3.3046985,4.2536306,0.6771055,0.84678537,1.8177395,2.7036417,0.57829213,0.10160719,2.4553251,0.289546,0.8772048,1.2957622,0.3656498,0.03581596,0.8615743,1.800709,2.3964894,0.75395596,0.7661096
Say You'll Be There,Spice Girls,lyrics_full_00717,8.908724,9.344479,1.8034599,4.7825127,0.9200127,1.3186269,2.7543054,0.7547245,2.0488331,0.9064362,6.514564,9.51686,6.673775,1.4888002,8.247005,0.9908566,0.55138314,1.2209647,2.5580974,0.58501816,0.6188809,2.4098995,0.96125364,2.0041003,0.47208938,2.55974,0.5699309,2.6647143,0.84348214,1.1968919
Do You Know,Robyn,lyrics_full_00718,1.7375195,0.91051507,5.902795,1.9832137,2.2029908,4.04444,3.2118783,5.6677303,0.5561979,2.052797,2.2372863,4.679986,4.195816,2.324033,7.3435125,1.7188455,0.5408902,2.8216884,1.7812853,1.5427065,3.2116485,2.6608415,2.8266666,0.28691652,1.7194675,2.0846825,2.6143565,2.7279239,1.4950864,1.9675833
4 Seasons of Loneliness,Boyz II Men,lyrics_full_00719,6.3863792,9.364839,0.11981412,0.1030558,0.057338648,5.752262,4.326226,0.48987612,8.415516,0.45279655,6.2920227,8.000908,4.5523868,0.5477408,1.8427196,2.4604094,0.49283192,0.03927507,0.12379267,0.048823103,3.3679338,1.796652,0.68673193,0.6092788,0.20957321,0.90368354,1.7406052,1.5372657,0.21118435,1.2023259
G.H.E.T.T.O.U.T.,Changing Faces,lyrics_full_00720,7.248371,5.5320907,1.9628419,4.740911,2.1045334,3.2253923,3.7557163,0.27941197,8.292655,0.32112753,8.82363,4.672552,3.2248826,2.4211218,0.6242932,2.1876643,2.472762,1.4761534,2.8338614,1.4887053,2.7382045,1.8243903,0.2645286,0.9483515,0.28201717,0.5450725,2.4519877,1.667224,1.5956807,0.6854218
Honey,Mariah Carey,lyrics_full_00721,3.6529136,1.7359931,2.604206,2.2951493,1.1847848,9.069996,5.346958,1.2627187,8.022644,0.9748666,9.470694,6.3000965,2.6828275,0.72257346,0.08421308,1.9662284,0.940288,2.1590571,1.3777854,0.64451814,0.42189568,1.9690186,1.0921994,1.5795472,0.8478558,0.20786741,1.7220166,1.217026,0.3261332,0.04174864
I Believe in You and Me,Whitney Houston,lyrics_full_00722,9.760978,9.84329,0.83232814,0.68706703,0.7529558,0.2162497,2.1563666,0.19355297,0.44355422,1.3257322,3.1352458,8.458931,7.9048448,4.9773245,3.076533,0.20708166,0.09928007,0.45184937,0.80367446,0.51432306,0.17118979,1.9682746,0.18795207,0.18183282,0.85156417,1.0332149,0.9138537,0.7744003,1.6450793,1.6162575
Da' Dip,Freak Nasty,lyrics_full_00723,3.5394888,0.13745074,2.198202,0.17781752,3.3006911,1.44483,7.145442,7.736556,1.4570978,7.814848,0.6902242,0.03256469,0.58507645,0.7524946,0.036335412,2.5774684,0.049602877,1.1743765,0.068780154,1.9700532,1.156766,1.678097,1.9984579,0.9772142,0.8020231,0.28483477,0.02073199,0.23349054,0.4896398,0.016225798
2 Become 1,Spice Girls,lyrics_full_00724,7.9092307,7.6897345,0.19780166,1.616103,0.07351998,5.3708897,5.5153475,0.23650956,8.659912,0.66627735,6.1659617,8.534096,9.003788,4.6498327,3.5304122,1.692724,2.146457,0.1319935,1.4063622,0.029928122,2.4921443,0.77944183,0.07015063,1.26595,0.45783696,0.9051565,2.3869638,0.6037686,2.4761798,3.3678713
All for You,Sister Hazel,lyrics_full_00725,8.5840435,7.5674396,0.29335356,5.30288,0.607876,0.9635448,1.1827629,0.32028067,3.956009,0.07936759,0.57966995,4.0759687,6.50165,2.0930457,1.2961557,0.8520715,1.8997078,0.3314348,2.4234273,0.6598193,1.4533486,1.0592339,0.3490832,1.7675203,0.06422015,0.21410632,2.539518,2.397355,0.9370383,0.64789766
Cupid,112,lyrics_full_00726,2.1321125,3.117639,4.981804,0.7351056,3.7589586,3.354395,1.1248254,3.4329534,1.5595245,2.3918507,3.689432,3.6065335,1.156216,1.1656928,7.5087214,0.95289975,2.0733862,3.1950803,0.83086365,3.1879094,1.0171027,0.67718554,2.645233,1.6508777,2.0416644,2.9347172,1.9365678,0.771763,1.2784117,2.4918346
Where Have All the Cowboys Gone?,Paula Cole,lyrics_full_00727,0.38331902,1.3205214,1.0146042,4.1462803,1.6618626,5.8757825,5.96801,9.400979,5.4003563,0.16773853,0.40962464,0.9385655,5.259182,0.87286806,0.28293815,0.21651669,0.9401708,0.9376155,2.6626954,1.7341436,2.1831048,1.6650683,0.24411835,2.2767267,0.05448839,0.3119558,0.3618806,2.9724255,0.58136636,0.30101722
Sunny Came Home,Shawn Colvin,lyrics_full_00728,9.350074,9.898571,0.14303537,0.074656844,0.023916846,0.45540178,0.83528036,0.19698891,5.552903,0.077073716,1.0286089,8.800061,8.455713,0.9178157,0.019766513,0.35456255,0.076242544,0.06288176,0.06468581,0.020688664,0.6045332,0.4361117,0.2143755,2.0234208,0.037751816,0.76602846,1.1020402,0.98803926,0.2170487,0.0084701255
It's Your Love,Tim McGraw with Faith Hill,lyrics_full_00729,9.402611,4.9123626,0.2637188,0.0073052114,0.6895006,0.1197748,0.41188502,0.10496265,6.4573617,0.32558754,1.6280458,1.9194548,0.39556926,4.397542,1.4082952,0.35149708,1.4810877,0.26418108,0.0066419546,0.3528984,0.09075205,0.19798769,0.092432134,1.1958449,0.23040658,0.9347713,1.8620461,0.33681148,3.1408014,1.2664031
Ooh Aah... Just a Little Bit,Gina G,lyrics_full_00730,9.000574,6.085368,3.329657,0.30004227,0.16843358,0.10882571,9.509421,2.4720483,9.44862,7.347574,6.403346,5.296457,7.643379,6.6146765,0.99879146,1.1804094,2.6300576,1.8087156,0.2839168,0.14255953,0.08392539,0.10824166,2.207342,0.3570906,2.2059445,1.5310012,2.6032445,1.3530464,1.6758908,0.9990758
Mouth,Merril Bainbridge,lyrics_full_00731,2.8888292,0.30055106,5.9285903,1.4788144,9.575548,1.5858252,3.4548569,7.704152,2.4243352,4.6687436,3.1656482,0.3950649,1.1179659,0.82596195,1.6622505,1.9285201,0.2778873,1.6365753,0.7362876,0.31039116,1.2589538,1.6802329,1.6689442,1.8677949,1.6140292,2.643705,0.36772937,1.1859788,0.8005046,0.722552
All Cried Out,Allure,lyrics_full_00732,9.033857,9.819432,0.36375332,0.9112234,0.3418141,0.901212,5.8422318,0.70090705,8.969346,1.6116533,5.2607737,8.345329,8.664463,7.4641485,0.25415036,1.0222964,0.16608001,0.22895627,1.095755,0.2624387,0.73738825,1.3742254,0.6169841,0.6016257,1.4805044,1.672677,1.8937892,0.90460026,2.161285,0.19631842
I'm Still in Love with You,New Edition,lyrics_full_00733,8.192247,2.2956576,4.028428,0.14656052,7.287348,3.4408913,3.8527584,3.2522335,2.1651683,4.2009664,5.864194,1.5176786,1.1437513,2.056375,5.9383435,1.5017121,1.5056674,1.725174,0.1603722,1.4463474,2.8961077,1.9241986,2.228773,1.4715683,2.1382883,2.1008446,1.5767156,1.401474,1.7502744,2.7800574
Invisible Man,98 Degrees,lyrics_full_00734,6.778347,7.3309426,5.026203,4.120421,6.6037326,2.7891448,5.142526,2.8281407,5.714467,1.313032,3.983489,3.9375067,5.693514,3.1442885,8.583196,1.3269781,2.091924,3.2832634,2.688422,2.4083962,1.83077,2.2870846,2.3923283,2.114025,1.1400887,2.5244832,2.729549,2.5654051,1.5666395,0.94233364
Not Tonight,Lil' Kim,lyrics_full_00735,8.68577,9.344103,1.2975205,8.935233,3.700244,9.655465,1.6055872,0.6129284,2.0071237,1.6459073,7.02999,9.077603,9.325574,9.111504,0.20107087,0.71469337,0.5719901,0.7722275,0.5063334,1.8701369,0.2360715,0.5378038,0.19470662,1.4455068,1.5875874,1.0997701,0.9038334,0.44458848,0.4592585,0.06199954
Look into My Eyes,Bone Thugs-n-Harmony,lyrics_full_00736,6.3992157,2.5379648,4.5543733,3.362701,9.045395,9.653263,8.46947,7.7154493,4.5407286,8.1813965,2.020069,1.039848,6.470784,6.479206,3.1040738,1.6025263,1.9270852,2.4379368,2.0445359,0.64064014,0.24566105,0.528871,1.9980012,2.3580382,2.242637,0.91890717,1.0499954,1.8466288,2.4840453,3.1937025
Get It Together,702,lyrics_full_00737,5.9611793,0.04841665,8.122085,8.272822,8.559912,2.7285328,5.3209257,7.2771254,1.0124971,2.5626488,0.6648823,0.30296168,1.3862119,0.18552406,2.2288382,0.8852869,0.026356462,1.4645393,1.694083,1.1550648,1.171528,1.4807851,2.8442512,0.64238465,1.6272533,0.19550556,0.29026607,1.2206694,0.18532507,0.85552967
All by Myself,Celine Dion,lyrics_full_00738,1.6833055,1.9460278,0.44695663,7.6710076,2.8877501,5.540656,1.8791097,2.5102334,1.7661915,0.027921595,0.60624427,1.9575776,8.155223,0.07363388,0.025688805,0.9962474,1.1110835,0.31062517,1.1089693,2.2627573,2.7384164,1.1075101,1.4731934,1.1666417,0.016588159,0.37501308,1.0038135,0.79892766,0.09222865,0.018545806
It's All Coming Back to Me Now,Celine Dion,lyrics_full_00739,8.997049,7.348789,0.04959274,0.09811013,0.21171501,0.55528647,1.9178638,0.031720128,8.804044,0.13132252,7.180993,5.90604,2.4245067,0.17443231,0.4964252,0.5604241,1.0166885,0.05426313,0.13806787,0.09970664,0.39889872,1.4648253,0.011683936,1.0751369,0.12172725,2.0034895,0.9860962,0.7026738,0.13846666,0.33403206
My Love Is the Shhh!,Somethin' for the People,lyrics_full_00740,8.561254,8.3635235,0.3002351,4.746869,0.49174088,9.7751665,8.518809,1.4832842,7.0956936,1.0383527,9.001798,8.649875,7.910742,0.37209588,3.4826035,0.6220132,0.8418633,0.22885136,2.421035,0.45396036,0.23982975,0.89036393,0.88622934,1.2248636,0.69530785,0.657717,0.95875573,1.3243902,0.09641424,1.1725227
Where Do You Go,No Mercy,lyrics_full_00741,9.036982,6.4845653,0.110424906,0.008709661,0.3920821,0.0046177907,1.0656674,0.18675578,4.04455,0.31694663,1.2073538,1.3293939,0.5799404,1.3917665,0.9526065,0.34178203,2.6447263,0.02758839,0.009838406,0.26815876,0.005558011,0.6952092,0.14249814,2.628709,0.31001493,0.46873644,1.1945311,0.42638752,0.8536662,0.847175
I Finally Found Someone,Barbra Streisand and Bryan Adams,lyrics_full_00742,7.225428,9.517097,1.2011707,1.310553,0.3516754,3.5126529,1.9478106,0.33040887,5.6476707,0.058308125,1.2503724,9.255408,9.158621,0.75157636,1.5277388,0.91041595,0.34027314,1.0192622,0.90903366,0.22376917,1.6497624,0.8659684,0.30944693,2.065874,0.03660292,0.84100366,0.68833137,0.45474055,0.5589155,1.7883322
I'll Be,Foxy Brown,lyrics_full_00743,7.916043,0.6852666,5.959735,4.349335,8.362661,3.6383593,5.416273,4.254494,1.4743104,6.0107317,1.9580482,0.658695,1.1827576,0.87281615,0.6120528,0.90116405,0.5706554,1.1699957,1.8293868,1.8419243,2.653285,1.9738903,1.6154702,0.6949835,2.0184963,1.952017,0.57606816,1.6249547,0.5673068,0.6745654
If It Makes You Happy,Sheryl Crow,lyrics_full_00744,5.4677935,5.520346,6.027688,0.25588062,0.76842296,0.109416336,8.991993,8.535805,9.826447,9.619293,8.75535,2.3321865,5.933114,9.95349,8.959003,1.4721441,1.8262744,1.3260819,0.18588333,0.33788428,0.046305604,0.57115227,0.7539665,0.14983459,0.22653691,0.52684146,1.4715542,1.436923,0.017789708,0.88930756
Never Make a Promise,Dru Hill,lyrics_full_00745,4.519063,0.9118969,6.0408206,0.88848126,3.4356308,4.1724257,6.6388316,8.909391,3.3070087,8.36029,6.2111573,4.266323,3.9274182,7.982684,8.005973,1.9061639,0.8478688,3.1227965,1.2381947,2.4883323,3.3496895,2.0836263,1.0908476,2.116911,2.0645528,3.3427396,2.7484915,2.5325367,1.7325706,1.1194563
When You Love a Woman,Journey,lyrics_full_00746,8.917504,9.8709955,0.04582654,0.021716837,0.007920856,0.16132283,0.8782457,0.043614797,1.4913273,0.039547622,0.6188576,7.0651526,7.447309,0.8951369,0.13499492,0.7054218,0.08137876,0.036353372,0.0120125655,0.0051932945,0.18269749,0.24582466,0.030970264,0.6392685,0.017377041,0.33533347,1.420468,1.293372,0.73679185,0.085725404
Up Jumps da Boogie,Magoo and Timbaland,lyrics_full_00747,5.726143,6.7384186,2.0761306,0.47619665,0.5398192,0.91805744,6.8605366,6.4962225,9.241328,4.6886053,2.1106715,0.9944029,2.1943917,5.302927,0.59394765,2.6515374,1.9574752,1.7190362,0.39871162,0.22149312,0.53089803,3.057917,3.641533,0.6681924,2.6936111,2.6505888,1.0109959,2.4131396,2.8948715,0.61841434
I Don't Want To,Toni Braxton,lyrics_full_00748,5.0084724,1.7277637,1.4968055,1.6645315,4.3894305,2.020392,2.8574195,2.645791,4.5073357,0.09247342,0.36945608,2.6773,3.3451085,0.095312506,0.010894901,1.6769428,1.2546496,1.2847131,1.5186006,1.5806764,3.1203175,1.6122162,2.5068626,2.4563437,0.06761006,0.2509969,2.3068483,2.6366062,0.07441038,0.007696429
Everyday Is a Winding Road,Sheryl Crow,lyrics_full_00749,8.902389,9.633269,0.7264727,5.6098123,0.13371189,3.200954,5.078334,0.18497121,7.046694,0.12833714,5.171917,7.23234,9.74327,2.5213578,3.3821774,0.75634205,0.22931062,0.3772147,2.7928224,0.079171516,2.8952143,1.4806074,0.109360725,1.318438,0.07444012,2.040338,1.9791901,0.26226538,1.9033717,2.5670023
Cold Rock a Party,MC Lyte,lyrics_full_00750,3.9121513,4.2831993,3.245769,6.150569,2.9218645,4.2966547,2.5849957,5.9632225,4.333315,1.8373841,3.3793583,3.4841456,2.1381817,3.5640593,3.152254,2.2887602,2.1814241,2.3304036,2.0098991,1.2541162,3.050602,1.9535637,3.137701,1.6672397,1.9805391,3.0954275,3.0870628,1.659034,2.095025,2.6672235
Pony,Ginuwine,lyrics_full_00751,5.701888,7.560422,7.448237,9.166136,0.19648044,2.038226,8.332888,4.3668947,6.818329,1.0091879,7.783354,8.649082,9.65861,8.464496,2.7820513,2.2963378,1.7275932,1.3817221,0.46585855,0.14679164,2.5874925,0.43449563,2.4556317,1.5782645,0.8697304,1.6723989,1.3400476,0.28149602,1.6253896,1.1790102
Building a Mystery,Sarah McLachlan,lyrics_full_00752,9.55567,9.066775,0.26830918,0.034397338,1.0118421,0.13246073,0.265337,0.005446273,2.371244,0.014255319,0.5417378,5.92482,2.2371595,3.3009095,0.13138774,0.39203596,0.5799991,0.17450379,0.035306882,0.88734263,0.122579426,0.060443975,0.00218421,0.6800466,0.006513017,0.12007284,1.6872097,1.8058127,1.5451989,0.093376085
